0.00452072 0.00550428 0.00603754 0.00718657 0.00844412 0.00980738 0.0112724 0.0128341 0.0153447 0.0180359 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0238502 0.0180359 0.0144865 0.0120415 0.0105275 0.00911277 0.00780194 0.00659836 0.00603755 0.00499868 0.00452074 
0.00499868 0.00603754 0.00659836 0.00780193 0.00911276 0.0105274 0.0120415 0.0136494 0.016223 0.0189685 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0269136 0.0199171 0.016223 0.0136494 0.0120415 0.0105274 0.00911278 0.00780194 0.00718659 0.00603754 0.00550429 
0.00603754 0.00718657 0.00780193 0.00911276 0.0105274 0.0120415 0.0136494 0.0153447 0.0180359 0.0208807 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0310915 0.0218582 0.0180359 0.0153447 0.0136494 0.0120415 0.0105275 0.00911277 0.00844413 0.00718657 0.00659835 
0.00718657 0.00844412 0.00911276 0.0105274 0.0120415 0.0136494 0.0153447 0.0171204 0.0199171 0.0228484 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0342562 0.0245157 0.0189685 0.016223 0.0144865 0.0128341 0.0112724 0.00980739 0.00911277 0.00780193 0.00718658 
0.00844412 0.00980738 0.0105274 0.0120415 0.0136494 0.0153447 0.0171204 0.0189685 0.0218582 0.0281245 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0384645 0.0295004 0.0208807 0.0180359 0.016223 0.0144865 0.0128341 0.0112724 0.0105274 0.00911277 0.00844413 
0.00911277 0.0105274 0.0112724 0.0128341 0.0144865 0.016223 0.0180359 0.0199171 0.0248786 0.0320099 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.04158 0.032826 0.0228484 0.0199171 0.0180359 0.016223 0.0144865 0.0128341 0.0120415 0.0105274 0.00980738 
0.0105274 0.0120415 0.0128341 0.0144865 0.016223 0.0180359 0.0199171 0.0218582 0.0302032 0.0365383 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0456394 0.0373246 0.0286122 0.0218582 0.0199171 0.0180359 0.016223 0.0144865 0.0136494 0.0120415 0.0112724 
0.0128341 0.0144865 0.0153447 0.0171204 0.0189685 0.0208808 0.0228484 0.0287221 0.0357925 0.0416728 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0505071 0.0426782 0.0349662 0.0278258 0.0218582 0.0199171 0.0180359 0.016223 0.0153447 0.0136494 0.0128341 
0.0144866 0.016223 0.0171204 0.0189685 0.0208808 0.0249149 0.0302625 0.0349662 0.0411905 0.0466385 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0550972 0.0474042 0.040042 0.0335626 0.0286122 0.0228484 0.0208807 0.0189685 0.0180359 0.016223 0.0153447 
0.0180359 0.0199172 0.0208808 0.0245157 0.0295004 0.0341618 0.0385497 0.0426782 0.0483965 0.0535688 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0618104 0.0543432 0.0474042 0.0415517 0.0373245 0.032826 0.0280294 0.0228484 0.0218582 0.0199171 0.0189685 
