-8.213000896 4.00E-30
-7.528945465 1.47E-25
-6.960358401 4.87E-22
-6.450984597 4.12E-19
-5.979365004 1.36E-16
-5.534441341 2.16E-14
-5.109569627 1.91E-12
-4.700356896 1.02E-10
-4.30369877 3.54E-09
-3.917289855 8.27E-08
-3.539349937 1.36E-06
-3.168459454 1.61E-05
-2.803454961 1.40E-04
-2.443359553 9.14E-04
-2.087334682 0.004540393
-1.734645609 0.017330881
-1.384635789 0.051289872
-1.036707253 0.118484391
-0.690305052 0.214730865
-0.344904463 0.306367817
0 0.344822084
0.344904463 0.306367817
0.690305052 0.214730865
1.036707253 0.118484391
1.384635789 0.051289872
1.734645609 0.017330881
2.087334682 0.004540393
2.443359553 9.14E-04
2.803454961 1.40E-04
3.168459454 1.61E-05
3.539349937 1.36E-06
3.917289855 8.27E-08
4.303698767 3.54E-09
4.700356896 1.02E-10
5.109569627 1.91E-12
5.534441341 2.16E-14
5.979365004 1.36E-16
6.450984597 4.12E-19
6.960358401 4.87E-22
7.528945465 1.47E-25
8.2130009 4.00E-30
